NlmUniqueID	Title	MedlineTA	PublicationInfo/Country	PublicationInfo/Place	PublicationInfo/Publisher	PublicationInfo/PublicationFirstYear	PublicationInfo/PublicationEndYear	PublicationInfo/Frequency	ISSN[@IssnType="Electronic"]	ISSN[@IssnType="Print"]	ISSNLinking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	
100968547	BMC gastroenterology	BMC Gastroenterol	England	London	BioMed Central	2001			1471-230X		1471-230X	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcgastroenterol	Y	
100966978	BMC genetics	BMC Genet	England	London	BioMed Central	2000	2020		1471-2156		1471-2156	eng	N		N	Y	IM	http://www.biomedcentral.com/bmcgenet	Y	
101775394	BMC genomic data	BMC Genom Data	England	London	BioMed Central	2021			2730-6844		2730-6844	eng	Y	2021	Y	Y	IM	https://bmcgenomics.biomedcentral.com/	Y	
100965258	BMC genomics	BMC Genomics	England	London	BioMed Central	2000			1471-2164		1471-2164	eng	N	2000	Y	Y	IM	http://www.biomedcentral.com/bmcgenomics	Y	
100968548	BMC geriatrics	BMC Geriatr	England	London	BioMed Central	2001			1471-2318		1471-2318	eng	N	2005	Y	Y	IM	http://www.biomedcentral.com/bmcgeriatr/	Y	
101088677	BMC health services research	BMC Health Serv Res	England	London	BioMed Central	2001			1472-6963		1472-6963	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmchealthservres	Y	
100966980	BMC immunology	BMC Immunol	England	London	BioMed Central	2000			1471-2172		1471-2172	eng	N	2000	Y	Y	IM	http://www.biomedcentral.com/bmcimmunol	Y	
100968551	BMC infectious diseases	BMC Infect Dis	England	London	BioMed Central	2001			1471-2334		1471-2334	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcinfectdis/	Y	
101088678	BMC international health and human rights	BMC Int Health Hum Rights	England	London	BioMed Central	2001	2020		1472-698X		1472-698X	eng	N		N	Y	IM	http://www.biomedcentral.com/bmcinthealthhumrights/	Y	
101190723	BMC medicine	BMC Med	England	[London]	BioMed Central	2003			1741-7015		1741-7015	eng	N	2003	Y	Y	IM	http://www.biomedcentral.com/bmcmed/	Y	
101088679	BMC medical education	BMC Med Educ	England	London	BioMed Central	2001			1472-6920		1472-6920	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcmededuc/	Y	
101088680	BMC medical ethics	BMC Med Ethics	England	London	BioMed Central	2000			1472-6939		1472-6939	eng	N	2007	Y	Y	IM	http://www.biomedcentral.com/bmcmedethics/	Y	
100968552	BMC medical genetics	BMC Med Genet	England	London	BioMed Central	2000	2020		1471-2350		1471-2350	eng	N		N	Y	IM	http://www.biomedcentral.com/bmcmedgenet	Y	
101319628	BMC medical genomics	BMC Med Genomics	England	London	BioMed Central	2008			1755-8794		1755-8794	eng	N	2008	Y	Y	IM	http://www.biomedcentral.com/bmcmedgenomics/	Y	
100968553	BMC medical imaging	BMC Med Imaging	England	London	BioMed Central	2001			1471-2342		1471-2342	eng	N	2007	Y	Y	IM	http://www.biomedcentral.com/bmcmedimaging/	Y	
101088682	BMC medical informatics and decision making	BMC Med Inform Decis Mak	England	London	BioMed Central	2001			1472-6947		1472-6947	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcmedinformdecismak/	Y	
100968545	BMC medical research methodology	BMC Med Res Methodol	England	London	BioMed Central	2001			1471-2288		1471-2288	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcmedresmethodol/	Y	
100966981	BMC microbiology	BMC Microbiol	England	London	BioMed Central	2001			1471-2180		1471-2180	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcmicrobiol	Y	
100966983	BMC molecular biology	BMC Mol Biol	England	London	BioMed Central	2000	2019		1471-2199		1471-2199	eng	N		N	Y	IM	http://www.biomedcentral.com/bmcmolbiol	Y	
101741148	BMC molecular and cell biology	BMC Mol Cell Biol	England	[London]	BioMed Central	2019			2661-8850		2661-8850	eng	Y	2019	Y	Y	IM	https://link.springer.com/journal/12860	Y	
100968565	BMC musculoskeletal disorders	BMC Musculoskelet Disord	England	London	BioMed Central	2000			1471-2474		1471-2474	eng	N	2000	Y	Y	IM	http://www.biomedcentral.com/bmcmusculoskeletdisord	Y	
100967793	BMC nephrology	BMC Nephrol	England	London	BioMed Central	2000			1471-2369		1471-2369	eng	N	2000	Y	Y	IM	http://www.biomedcentral.com/bmcnephrol/	Y	
100968555	BMC neurology	BMC Neurol	England	London	BioMed Central	2001			1471-2377		1471-2377	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcneurol	Y	
100966986	BMC neuroscience	BMC Neurosci	England	London	BioMed Central	2000			1471-2202		1471-2202	eng	N	2000	Y	Y	IM	http://www.biomedcentral.com/bmcneurosci	Y	
100967802	BMC ophthalmology	BMC Ophthalmol	England	London	BioMed Central	2001			1471-2415		1471-2415	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcophthalmol/	Y	
101088684	BMC oral health	BMC Oral Health	England	London	BioMed Central	2001			1472-6831		1472-6831	eng	N	2009	Y	Y	IM	http://www.biomedcentral.com/bmcoralhealth/	Y	
101088685	BMC palliative care	BMC Palliat Care	England	London	BioMed Central	2002			1472-684X		1472-684X	eng	N	2015	Y	Y	IM	http://www.biomedcentral.com/bmcpalliatcare/	Y	
100967804	BMC pediatrics	BMC Pediatr	England	London	BioMed Central	2001			1471-2431		1471-2431	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcpediatr	Y	
100967806	BMC pharmacology	BMC Pharmacol	England	London	BioMed Central	2001	2012		1471-2210		1471-2210	eng	N		N	Y	IM	http://www.biomedcentral.com/bmcpharmacol	Y	
101590449	BMC pharmacology & toxicology	BMC Pharmacol Toxicol	England	London	BioMed Central	2012			2050-6511		2050-6511	eng	Y	2012	Y	Y	IM	http://www.biomedcentral.com/bmcpharmacoltoxicol	Y	
101088687	BMC physiology	BMC Physiol	England	London	BioMed Central	2001	2019		1472-6793		1472-6793	eng	N		N	Y	IM	http://www.biomedcentral.com/bmcphysiol	Y	
100967807	BMC plant biology	BMC Plant Biol	England	London	BioMed Central	2001			1471-2229		1471-2229	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcplantbiol/	Y	
100967799	BMC pregnancy and childbirth	BMC Pregnancy Childbirth	England	London	BioMed Central	2001			1471-2393		1471-2393	eng	N	2007	Y	Y	IM	https://bmcpregnancychildbirth.biomedcentral.com/	Y	
100968559	BMC psychiatry	BMC Psychiatry	England	London	BioMed Central	2001			1471-244X		1471-244X	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcpsychiatry/	Y	
101627676	BMC psychology	BMC Psychol	England	London	BioMed Central	2013			2050-7283		2050-7283	eng	N	2015	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/2645/	Y	
100968562	BMC public health	BMC Public Health	England	London	BioMed Central	2001			1471-2458		1471-2458	eng	N	2001	Y	Y	IM	https://bmcpublichealth.biomedcentral.com/	Y	
100968563	BMC pulmonary medicine	BMC Pulm Med	England	London	BioMed Central	2001			1471-2466		1471-2466	eng	N	2005	Y	Y	IM	http://www.biomedcentral.com/bmcpulmmed/	Y	
101462768	BMC research notes	BMC Res Notes	England	London	Biomed Central	2008			1756-0500		1756-0500	eng	N	2012	Y	Y	IM	http://www.biomedcentral.com/bmcresnotes/	Y	
101088689	BMC structural biology	BMC Struct Biol	England	London	BioMed Central	2001	2019		1472-6807		1472-6807	eng	N		N	Y	IM	http://www.biomedcentral.com/bmcstructbiol	Y	
100968567	BMC surgery	BMC Surg	England	London	BioMed Central	2001			1471-2482		1471-2482	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcsurg/	Y	
101301827	BMC systems biology	BMC Syst Biol	England	London	BioMed Central	2007	2019	Frequency unknown.	1752-0509		1752-0509	eng	N		N	Y	IM	http://www.biomedcentral.com/bmcsystbiol/	Y	
100968571	BMC urology	BMC Urol	England	London	BioMed Central	2001			1471-2490		1471-2490	eng	N	2001	Y	Y	IM	http://www.biomedcentral.com/bmcurol	Y	
101249759	BMC veterinary research	BMC Vet Res	England	London	BioMed Central	2005			1746-6148		1746-6148	eng	N	2005	Y	Y	IM	http://www.biomedcentral.com/bmcvetres/	Y	
101088690	BMC women's health	BMC Womens Health	England	[London]	BioMed Central	2001			1472-6874		1472-6874	eng	N	2007	Y	Y	IM	http://www.biomedcentral.com/bmcwomenshealth/	Y	
8900488	BMJ (Clinical research ed.)	BMJ	England	London	British Medical Association	1988		Weekly	1756-1833	0959-8138	0959-8138	eng	N	1988	Y	Y	IM	http://www.bmj.com/thebmj	Y	
101526291	BMJ case reports	BMJ Case Rep	England	London	BMJ Pub. Group	2008			1757-790X		1757-790X	eng	N	2008	Y	Y	IM	http://casereports.bmj.com	Y	
101294314	BMJ clinical evidence	BMJ Clin Evid	England	London	BMJ Pub. Group	2006	2016		1752-8526		1462-3846	eng	Y		N	Y	IM	https://www.ncbi.nlm.nih.gov/pmc/journals/520/	Y	
101719009	BMJ evidence-based medicine	BMJ Evid Based Med	England	[London]	BMJ Publishing Group	2018		Bimonthly	2515-4478	2515-446X	2515-446X	eng	Y	2018	Y	Y	IM	http://ebm.bmjjournals.com/	Y	
101685275	BMJ global health	BMJ Glob Health	England	[London]	BMJ Publishing Group Ltd	2016		Quarterly	2059-7908		2059-7908	eng	N	2020	Y		IM	https://gh.bmj.com/	Y	
101745500	BMJ health & care informatics	BMJ Health Care Inform	England	London	BMJ Publishing	2019			2632-1009		2632-1009	eng	Y	2019	Y	Y	IM	https://informatics.bmj.com/content/by/year	Y	
101761581	BMJ military health	BMJ Mil Health	England	[London]	BMJ Publishing Group Ltd.	2020		Bimonthly	2633-3775	2633-3767	2633-3767	eng	Y	2020	Y	Y	IM	http://jramc.bmj.com	Y	
101552874	BMJ open	BMJ Open	England	[London]	BMJ Publishing Group Ltd	2011		Updated frequently	2044-6055		2044-6055	eng	N	2014	Y	Y	IM	http://bmjopen.bmj.com/content/by/year	Y	
101641391	BMJ open diabetes research & care	BMJ Open Diabetes Res Care	England	London	Published by BMJ in partnership with the American Diabetes Association	2013			2052-4897		2052-4897	eng	N	2019	Y	Y	IM	https://drc.bmj.com/	Y	
101660690	BMJ open gastroenterology	BMJ Open Gastroenterol	England	[London]	BMJ Publishing Group Ltd & British Society of Gastroenterology	2014			2054-4774		2054-4774	eng	N	2020	Y		IM	https://bmjopengastro.bmj.com	Y	
101710381	BMJ open quality	BMJ Open Qual	England	London	BMJ Publishing Group	2017			2399-6641		2399-6641	eng	N	2019	Y	Y	IM	https://bmjopenquality.bmj.com/	Y	
101638061	BMJ open respiratory research	BMJ Open Respir Res	England	London	BMJ Publishing Group Ltd & British Thoracic Society	2013			2052-4439		2052-4439	eng	N	2019	Y	Y	IM	https://bmjopenrespres.bmj.com/	Y	
101546984	BMJ quality & safety	BMJ Qual Saf	England	London	BMJ Pub. Group	2011		Monthly	2044-5423	2044-5415	2044-5415	eng	Y	2011	Y	Y	H	http://qhc.bmjjournals.com/contents-by-date.0.shtml	Y	
101715577	BMJ sexual & reproductive health	BMJ Sex Reprod Health	England	London	BMJ Publishing Group Ltd.	2018		Quarterly	2515-2009	2515-1991	2515-1991	eng	Y	2018	Y	Y	IM	http://jfprhc.bmj.com/content/by/year	Y	
101565123	BMJ supportive & palliative care	BMJ Support Palliat Care	England	London	BMJ Publishing Group	2011		Quarterly	2045-4368	2045-435X	2045-435X	eng	N	2011	Y	Y	IM	http://spcare.bmj.com/content/by/year	Y	
0120774	BMQ; the Boston medical quarterly	BMQ	United States	Boston Ma	Boston University Medical Center	1950	1966			0524-1162	0524-1162	eng	N		N	N	IM		Y	
0036320	BNWL [reports]. U.S. Atomic Energy Commission	BNWL Rep	United States	Richland Wa	Us Atomic Energy Commission, Battelle Memorial Institute, Pacific Northwest Laboratory	1965	1977					eng	N		N	N	IM		Y	
101222431	Body image	Body Image	Netherlands	[Amsterdam ;	Elsevier	2004		Quarterly	1873-6807	1740-1445	1740-1445	eng	N	2007	Y	Y	IM	http://www.sciencedirect.com/science/journal/17401445	Y	
9887196	The Body positive	Body Posit	United States	New York, NY	Body Positive, Inc.	198u	2006	Monthly,		1048-4396	1048-4396	eng	N		N	N	X		Y	
17410030R	[Bōei eisei] Japanese Defense Forces medical journal	Boei Eisei	Japan	Tokyo	Japan. National Defense Medical Society	1959	1997	Monthly		0006-5528	0006-5528	jpn	N		N	N	OM		Y	
15620550R	Boj proti tuberkulose	Boj Tuberk	Czech Republic	Praze	Masarykova Liga proti Tuberkulose	1930	1950			1802-968X	1802-968X	cze	N		N	N	OM		Y	
15620560R	Boj o zdravie	Boj Zdr	Slovakia	Bratislava		1920	1950	Monthly		1337-2629	1337-2629	slo	N		N	N	OM		Y	
14490290R	Boletín. Academia Nacional de Ciencias (Córdoba, Argentina)	Bol Acad Nac Cienc	Argentina	Córdoba	Academia Nacional de Ciencias	1874	2001	Annual,		0325-2051	0325-2051	spa	N		N	N	OM		Y	
7504608	Boletim (Academia Nacional de Medicina (Brazil))	Bol Acad Nac Med	Brazil	Rio de Janeiro	[s.n.]	1889	1964	Quarterly		0001-3838	0001-3838	por	N		N	N	OM		Y	
14490470R	Boletín. Academia Peruana de Cirugía	Bol Acad Peru Cir	Peru	Lima.		1947	1950					spa	N		N	N	OM		Y	
14650300R	Boletín ... Agrupación Médica de Estudios, La Paz	Bol Agrup Medica Estud La Paz	Bolivia	La Paz		1945	19uu					spa	N		N	N	OM		Y	
7505278	Boletín de la Asociación Argentina de Odontología para Niños	Bol Asoc Argent Odontol Ninos	Argentina	Buenos Aires	Asociación Argentina de Odontología para Niños	1959		Four no. a year		0518-9160	0518-9160	spa	N		N	N	D		Y	
7505267	Boletín de la Asociación Médica de Puerto Rico	Bol Asoc Med P R	Puerto Rico	San Juan	Asociacion Medica De Puerto Rico	1903		Monthly		0004-4849	0004-4849	eng	N		N	N	IM		Y	
15330340R	Boletín. Asociación Médica de Santiago de los Caballeros	Bol Asoc Med Santiago Caballer	Dominican Republic	Santiago [de los Caballeros] Rep. Dominicana		1943	195u	Quarterly				spa	N		N	N	OM		Y	
15330420R	Boletín. Asociación Médica Nacional de la República Panamá	Bol Asoc Medica Nac Repub Panama	Panama	Ciudad de Panamá.		1938	1951					spa	N		N	N	OM		Y	
0063742	Boletín. Asociación Venezolana de Enfermeras Profesionales	Bol Asoc Venez Enferm Prof	Venezuela	Caracas	Asociacion Venezolana De Enfermeras Profesionales	1966	1966					spa	N		N	N	N		Y	
58130170R	Boletim bibliográfico	Bol Bibliogr (Sao Paulo)	Brazil	São Paulo	Biblioteca Publica Municipal de São Paulo.	1943	1958	Four no. a year				por	N		N	N	OM		Y	
15630180R	Boletin biológico	Bol Biol	Argentina	La Plata.		1939	1946			0366-1911	0366-1911	spa	N		N	N	OM		Y	
7505254	Boletim do Centro de Estudos, Hospital dos Servidores do Estado	Bol Cent Estud Hosp Serv Estado	Brazil	Rio de Janeiro.		1949	1970	Monthly				por	N		N	N	OM		Y	
2984728R	Boletín chileno de parasitología	Bol Chil Parasitol	Chile	Santiago	Programa de Parasitología, Instituto de Ciencias Biomédicas, Universidad de Chile	1954	2001	Four no. a year	0717-6325	0365-9402	0365-9402	spa	N		N	N	IM		Y	
7505270	Boletín - Círculo Argentino de Odontología	Bol Circ Argent Odontol	Argentina	Buenos Aires	Circulo Argentino De Odontologia	1962	1969			0069-4207	0069-4207	spa	N		N	N	D		Y	
16220620R	Boletín. Ciudad Trujillo. Hospital General Padre Billini	Bol Ciudad Trujillo	Dominican Republic	Ciudad Trujillo.		1944	1946					spa	N		N	N	OM		Y	
15630200R	Boletín clínico	Bol Clin	Colombia	Medellín.		1932	1950					spa	N		N	N	OM		Y	
18330790R	Boletim clínico e de estatística. Lisbon. Hospital Colonial	Bol Clin Estat	Portugal	[Lisboa]		1948	1950					por	N		N	N	OM		Y	
9427243	Boletim clínico dos Hospitais Civis de Lisboa	Bol Clin Hosp Civis Lisb	Portugal	Lisboa	Hospitais Civis de Lisboa	1946	198u	Quarterly		0374-6070	0374-6070	por	N		N	N	OM		Y	
16310350R	Boletín. Colegio Médico de Camagüey, Cuba	Bol Col Med Camaguey Cuba	Cuba	Camagüey.		1938	1959	Quarterly				spa	N		N	N	OM		Y	
16310380R	Boletín. Colegio Médico de Holguín	Bol Col Med Holguin	Cuba	Holguín [Cuba]		1943	1958					spa	N		N	N	OM		Y	
7505281	Boletín del Colegio Médico de la Habana	Bol Col Med La Habana	Cuba	La Habana.		1950	1961					spa	N		N	N	OM		Y	
0005610	Boletín. Colegio Médico de la Habana (Havana, Cuba)	Bol Col Med La Habana (La Habana)	Cuba	La Habana.		1938	1950					spa	N		N	N	OM		Y	
7700173	Boletin - Colegio de Profesionales de la Enfermería de Puerto Rico	Bol Col Prof Enferm P R	Puerto Rico	San Juan	Colegio De Profesionales De La Enfermeria De Puerto Rico	1975	1994	Irregular		0145-6245	0145-6245	eng	N		N	N	N		Y	
16310180R	Boletim. Colégio Brasileiro de Cirurgiões	Bol Colegio Bras Cir	Brazil	Rio de Janeiro.		1930	1990	Quarterly				por	N		N	N	OM		Y	
16430500R	Boletín. Consejo Nacional de Tuberculosis (Cuba)	Bol Cons Nac Tuberc Cuba	Cuba	Marianao		194u	19uu					spa	N		N	N	OM		Y	
16430540R	Boletín ... Cuba. Cuerpo de la Policía Nacional. Sección de Sanidad	Bol Cuba Cuerpo Polic Nac	Cuba	Habana.		1945	1951					spa	N		N	N	OM		Y	
7607103	Boletin cultural e informativo - Consejo General de Colegios Medicos de España	Bol Cult Inf Cons Gen Col Med Esp	Spain	Madrid	Consejo General de Colegios Medicos de España	1946	1970			0376-6209	0376-6209	spa	N		N	N	OM		Y	
9430141	Boletim de dentística operatória	Bol Dent Oper	Brazil	Piracicaba, S.P.	Cadeira de Dentística Operatória da Faculdade de Odontologia de Piracicaba, Universidade Estadual de Campinas	1969	1974	Annual		0365-9550	0365-9550	por	N		N	N	D		Y	
15640220R	Boletin dental uruguayo	Bol Dent Urug	Uruguay	Montevideo	Mayon	1934	1965					spa	N		N	N	D		Y	
0041265	Boletín. Ecuador. Departamento Médico del Seguro Social Ecuatoriano	Bol Dep Med Seguro Social Ecuat	Ecuador	Quito		1937	1965	Irregular				spa	N		N	N	OM		Y	
22920690R	Boletín. Santa Fe (Argentina : Province). Dirección General de Odontología	Bol Dir Gen Odontol (Santa Fe)	Argentina	Santa Fé.		1960	19uu					spa	N		N	N	D		Y	
7610401	Boletim da Divisão Nacional de Dermatologia Sanitária	Bol Div Nac Dermatol Sanit	Brazil	Rio De Janeiro	Artes Graficas Schulze	1975	1978	Four no. a year		0100-297X	0100-297X	por	N		N	N	IM		Y	
15630230R	Boletin de educación física	Bol Educ Fis (Santiago)	Chile	Santiago.		1935	1950			0716-3436	0716-3436	spa	N		N	N	OM		Y	
9422437	Boletín epidemiológico (Mexico City, Mexico)	Bol Epidemiol (Mex City Mex)	Mexico	México	Dirección de Epidemiología y Campañas Sanitarias	1944	uuuu	Quarterly,				spa	N		N	N	OM		Y	
9877837	Boletim Da Equipe De Odontologia Sanitaria	Bol Equipe Odontol Sanit	Brazil	Porto Alegre	Rio Grande Do Sul. Secretaria De Saude	1960	19uu	Irregular				por	N		N	N	D		Y	
0136501	Boletín de estudios médicos y biológicos	Bol Estud Med Biol	Mexico	Ciudad Universitaria, México, D.F.	Instituto de Investigaciones Biomédicas, UNAM	1967	1996	Quarterly		0067-9666	0067-9666	spa	N		N	N	IM		Y	
7509341	Boletim da Faculdade de Farmácia e Odontologia de Ribeirão Prêto	Bol Fac Farm Odontol Ribeirao Preto	Brazil	Ribeirao Preto	Faculdade De Farmacia E Odontologia De Ribeirao Preto	1964	1970	Semiannual		0080-2913	0080-2913	por	N		N	N	D		Y	
7506906	Boletim - Faculdade de Odontologia de Piracicaba	Bol Fac Odontol Piracicaba	Brazil	Piracicaba	Faculdade De Odontologia De Piracicaba	1967	1976	Irregular				por	N		N	N	D		Y	
0231740	Boletim de higiene mental	Bol Hig Ment	Brazil	France da Rocha, Brasil [etc.]		1944	1963					por	N		N	N	OM		Y	
15640010R	Boletín de los hospitales	Bol Hosp	Venezuela	Caracas.		1902	1956	Annual				spa	N		N	N	OM		Y	
16430550R	Boletín del Hospital Militar. Cuba. Ejército. Hospital Militar Dr. Carlos J. Finlay	Bol Hosp Mil Cuba Ejercito Hosp Mil Dr Carlos J Finlay	Cuba	Habana.		1948	1957	Quarterly				spa	N		N	N	OM		Y	
18650380R	Boletín. Mexico City (Mexico). Hospital Oftalmológico de Nuestra Señora de la Luz	Bol Hosp Oftalmol	Mexico	Mexico City	S.N	1940	2000	Four no. a year		0018-5760	0018-5760	spa	N		N	N	OM		Y	
0025654	Boletín. Hospital-Sanatorio "El Peral", Santiago de Chile	Bol Hosp Sanat Peral Santiago Chile	Chile	Santiago.		1941	1954					spa	N		N	N	OM		Y	
7604122	Boletin de información - Ilustre Colegio Oficial de Odontólogos y Estomatólogos 2. a Región (Cataluña)	Bol Inf Col Odontol Estomatol (Barc)	Spain	Barcelona	Ilustre Colegio Oficial de Odontólogos y Estomatólogos 2. a Región	1957	1976	Quarterly				spa	N		N	N	D		Y	
17610060R	Boletiń de información dental	Bol Inf Dent (Madr)	Spain	Madrid	Consejo General De Colegios De Odontologos	1954	1983	Monthly		0006-6311	0006-6311	spa	N		N	N	D		Y	
15630340R	Boletin de informaciones parasitarias chilenas	Bol Inf Parasit Chil	Chile	Santiago	Departamento de Microbiología y Parasitología. Facultad de Medicina. Universidad de Chile : Servicio Nacional de Salud	1949	1953			0366-0613	0366-0613	spa	N		N	N	OM		Y	
7506943	Boletín del Instituto de Estudios Médicos y Biológicos, Universidad Nacional Autónoma de México	Bol Inst Estud Med Biol Univ Nac Auton Mex	Mexico	Ciudad Universitaria.		1945	1966			0366-1695	0366-1695	eng	N		N	N	IM		Y	
14820030R	Boletín del Instituto Internacional Americano de Protección a la Infancia. Interamerican Children's Institute	Bol Inst Int Am Prot Infanc	Uruguay	Montevideo	Instituto Internacional Americano de Proteccióna la Infancia.	1927	1957	Quarterly		0366-1849	0366-1849	eng	N		N	N	OM		Y	
18330560R	Boletín. Instituto Psicopedagógico Nacional (Peru)	Bol Inst Psicopedag Nac	Peru	Lima.		1942	1962					spa	N		N	N	OM		Y	
0262147	Boletim do Instituto de Puericultura	Bol Inst Pueric	Brazil	Rio de Janeiro.		1938	1964					por	N		N	N	OM		Y	
0262272	Boletim do Instituto de Puericultura e Pediatria Martagão Gesteira	Bol Inst Pueric Martagao Gesteira	Brazil	Rio De Janeiro	Instituto De Puericultura E Pediatria Martagao Gesteira	1965	1974	Quarterly		0080-3170	0080-3170	por	N		N	N	IM		Y	
